gene	module
ENSG00000138386	4
ENSG00000115419	5
ENSG00000115415	0
ENSG00000168497	0
ENSG00000144339	1
ENSG00000196950	2
ENSG00000115524	14
ENSG00000115520	0
ENSG00000144381	3
ENSG00000115541	0
ENSG00000115540	5
ENSG00000162944	1
ENSG00000115896	1
ENSG00000178074	1
ENSG00000196141	0
ENSG00000155729	4
ENSG00000082153	0
ENSG00000013441	14
ENSG00000240344	0
ENSG00000196290	1
ENSG00000119013	12
ENSG00000115993	4
ENSG00000082146	1
ENSG00000116030	12
ENSG00000055044	5
ENSG00000204217	0
ENSG00000204196	8
ENSG00000138443	4
ENSG00000023228	1
ENSG00000114942	8
ENSG00000118263	1
ENSG00000244567	1
ENSG00000138413	6
ENSG00000115020	1
ENSG00000078018	2
ENSG00000197713	6
ENSG00000115365	1
ENSG00000021826	1
ENSG00000144451	4
ENSG00000138363	1
ENSG00000115414	3
ENSG00000079246	1
ENSG00000260804	2
ENSG00000197756	8
ENSG00000115461	3
ENSG00000079308	1
ENSG00000163466	3
ENSG00000127837	0
ENSG00000127838	5
ENSG00000135926	6
ENSG00000018280	3
ENSG00000144579	0
ENSG00000144580	0
ENSG00000074582	10
ENSG00000163481	2
ENSG00000135912	1
ENSG00000135929	1
ENSG00000171450	2
ENSG00000115649	1
ENSG00000144567	0
ENSG00000158552	10
ENSG00000115657	5
ENSG00000198925	1
ENSG00000163516	13
ENSG00000115661	1
ENSG00000127824	2
ENSG00000135924	1
ENSG00000054356	2
ENSG00000123992	0
ENSG00000175084	0
ENSG00000144591	3
ENSG00000123989	2
ENSG00000124006	2
ENSG00000114923	2
ENSG00000116120	2
ENSG00000123983	1
ENSG00000171951	2
ENSG00000085449	6
ENSG00000135900	1
ENSG00000135919	9
ENSG00000036257	0
ENSG00000135905	1
ENSG00000168958	1
ENSG00000173744	1
ENSG00000187957	0
ENSG00000153827	1
ENSG00000135899	7
ENSG00000135932	6
ENSG00000237758	11
ENSG00000135916	9
ENSG00000204128	2
ENSG00000173692	0
ENSG00000237039	0
ENSG00000115053	4
ENSG00000187514	0
ENSG00000156973	0
ENSG00000144524	1
ENSG00000163273	2
ENSG00000135930	11
ENSG00000115468	1
ENSG00000182600	1
ENSG00000168918	7
ENSG00000085978	1
ENSG00000077044	1
ENSG00000085982	1
ENSG00000188042	5
ENSG00000130147	1
ENSG00000157985	1
ENSG00000144476	3
ENSG00000198612	9
ENSG00000124831	5
ENSG00000132329	9
ENSG00000184182	12
ENSG00000132323	0
ENSG00000144485	1
ENSG00000204104	4
ENSG00000065802	4
ENSG00000130414	0
ENSG00000172428	10
ENSG00000063660	2
ENSG00000142327	10
ENSG00000142330	0
ENSG00000130294	0
ENSG00000122085	1
ENSG00000115685	12
ENSG00000115677	14
ENSG00000168385	1
ENSG00000115694	13
ENSG00000176720	1
ENSG00000176946	0
ENSG00000168397	13
ENSG00000168393	10
ENSG00000228989	15
ENSG00000168395	0
ENSG00000180902	0
ENSG00000188011	2
ENSG00000113851	1
ENSG00000271870	0
ENSG00000134107	3
ENSG00000134108	1
ENSG00000071282	1
ENSG00000134077	1
ENSG00000168137	0
ENSG00000269975	2
ENSG00000163719	10
ENSG00000114026	1
ENSG00000134072	5
ENSG00000171148	12
ENSG00000241553	7
ENSG00000214021	13
ENSG00000171135	11
ENSG00000163702	5
ENSG00000163703	3
ENSG00000125037	11
ENSG00000254999	7
ENSG00000134086	1
ENSG00000157014	4
ENSG00000157020	11
ENSG00000157087	2
ENSG00000157103	0
ENSG00000144560	6
ENSG00000157152	2
ENSG00000157150	9
ENSG00000075975	1
ENSG00000132155	0
ENSG00000144713	8
ENSG00000144711	2
ENSG00000163517	1
ENSG00000163528	0
ENSG00000170876	3
ENSG00000154767	1
ENSG00000170860	8
ENSG00000131389	0
ENSG00000225733	1
ENSG00000131368	2
ENSG00000131381	1
ENSG00000131375	6
ENSG00000131370	1
ENSG00000144597	0
ENSG00000131373	1
ENSG00000206560	4
ENSG00000263740	0
ENSG00000131386	6
ENSG00000154813	8
ENSG00000131374	1
ENSG00000182568	0
ENSG00000183960	1
ENSG00000144566	1
ENSG00000114166	4
ENSG00000132967	4
ENSG00000182247	1
ENSG00000170142	8
ENSG00000197885	2
ENSG00000174748	8
ENSG00000174738	1
ENSG00000077097	1
ENSG00000151092	11
ENSG00000163512	6
ENSG00000163513	3
ENSG00000163527	6
ENSG00000152642	1
ENSG00000153551	11
ENSG00000091317	3
ENSG00000144635	0
ENSG00000170275	4
ENSG00000153560	5
ENSG00000163539	1
ENSG00000170248	1
ENSG00000178567	2
ENSG00000076242	1
ENSG00000224858	8
ENSG00000093167	1
ENSG00000144674	1
ENSG00000230409	1
ENSG00000187091	9
ENSG00000060971	11
ENSG00000172939	6
ENSG00000114742	1
ENSG00000114745	9
ENSG00000144655	3
ENSG00000168329	7
ENSG00000144659	0
ENSG00000168028	8
ENSG00000168314	4
ENSG00000114784	5
ENSG00000188846	7
ENSG00000272452	4
ENSG00000172888	1
ENSG00000234287	8
ENSG00000168036	14
ENSG00000182606	0
ENSG00000093183	1
ENSG00000008324	4
ENSG00000114857	1
ENSG00000230084	1
ENSG00000114853	4
ENSG00000010282	1
ENSG00000181061	1
ENSG00000144647	2
ENSG00000163788	2
ENSG00000160746	1
ENSG00000011198	1
ENSG00000261786	1
ENSG00000179152	1
ENSG00000163807	1
ENSG00000169964	1
ENSG00000163812	11
ENSG00000075914	12
ENSG00000163815	0
ENSG00000249992	2
ENSG00000211456	1
ENSG00000163820	1
ENSG00000163823	7
ENSG00000181585	12
ENSG00000160808	9
ENSG00000160801	5
ENSG00000160799	10
ENSG00000181555	0
ENSG00000076201	0
ENSG00000114650	13
ENSG00000163832	1
ENSG00000114646	0
ENSG00000173473	4
ENSG00000132153	13
ENSG00000047849	4
ENSG00000164050	1
ENSG00000232112	12
ENSG00000213689	0
ENSG00000164054	5
ENSG00000114270	2
ENSG00000010256	2
ENSG00000225697	3
ENSG00000213672	0
ENSG00000068745	0
ENSG00000178537	1
ENSG00000177479	1
ENSG00000178467	2
ENSG00000178252	13
ENSG00000178149	0
ENSG00000178057	10
ENSG00000178035	11
ENSG00000198218	0
ENSG00000172053	0
ENSG00000172046	1
ENSG00000172037	3
ENSG00000185909	5
ENSG00000114316	0
ENSG00000233276	7
ENSG00000067560	1
ENSG00000145022	1
ENSG00000145020	0
ENSG00000145029	0
ENSG00000173402	1
ENSG00000164062	0
ENSG00000176095	1
ENSG00000182179	7
ENSG00000164076	2
ENSG00000164077	1
ENSG00000004534	0
ENSG00000003756	14
ENSG00000188338	1
ENSG00000114353	6
ENSG00000232352	1
ENSG00000012171	1
ENSG00000214706	11
ENSG00000243477	0
ENSG00000068001	0
ENSG00000114383	2
ENSG00000068028	11
ENSG00000114388	2
ENSG00000114395	1
ENSG00000126062	0
ENSG00000088543	2
ENSG00000114738	3
ENSG00000088538	1
ENSG00000145050	3
ENSG00000164081	10
ENSG00000114767	10
ENSG00000041880	0
ENSG00000180929	1
ENSG00000090097	1
ENSG00000114779	7
ENSG00000248487	2
ENSG00000243989	10
ENSG00000162244	8
ENSG00000164086	15
ENSG00000023330	0
ENSG00000247596	12
ENSG00000164088	7
ENSG00000164091	2
ENSG00000163930	5
ENSG00000010319	0
ENSG00000010322	13
ENSG00000010327	3
ENSG00000168268	5
ENSG00000163938	3
ENSG00000016864	1
ENSG00000114902	1
ENSG00000114904	9
ENSG00000272573	0
ENSG00000163932	7
ENSG00000163931	3
ENSG00000056736	0
ENSG00000113812	1
ENSG00000113811	8
ENSG00000163946	1
ENSG00000157500	6
ENSG00000168374	0
ENSG00000136068	1
ENSG00000163686	1
ENSG00000168297	1
ENSG00000168291	1
ENSG00000272182	1
ENSG00000168301	15
ENSG00000168309	9
ENSG00000226360	8
ENSG00000114405	0
ENSG00000163618	2
ENSG00000163630	2
ENSG00000163634	8
ENSG00000163636	0
ENSG00000163638	3
ENSG00000144749	0
ENSG00000172340	6
ENSG00000241506	6
ENSG00000163377	1
ENSG00000144747	6
ENSG00000144744	1
ENSG00000144746	0
ENSG00000114541	1
ENSG00000163412	4
ENSG00000170837	4
ENSG00000163602	1
ENSG00000163605	4
ENSG00000213300	14
ENSG00000175161	0
ENSG00000083937	1
ENSG00000163320	6
ENSG00000080200	1
ENSG00000080822	1
ENSG00000080819	1
ENSG00000036054	1
ENSG00000114021	0
ENSG00000154174	0
ENSG00000114354	1
ENSG00000138468	1
ENSG00000081154	0
ENSG00000242299	8
ENSG00000114391	8
ENSG00000244119	1
ENSG00000144815	1
ENSG00000170017	1
ENSG00000114439	1
ENSG00000196776	1
ENSG00000198919	2
ENSG00000144827	0
ENSG00000144834	2
ENSG00000091972	2
ENSG00000144848	1
ENSG00000138459	1
ENSG00000091986	9
ENSG00000163608	1
ENSG00000121579	6
ENSG00000114573	2
ENSG00000259976	0
ENSG00000172020	2
ENSG00000185565	2
ENSG00000198406	6
ENSG00000144847	1
ENSG00000113845	1
ENSG00000144837	3
ENSG00000138495	10
ENSG00000082701	2
ENSG00000163428	1
ENSG00000163430	3
ENSG00000065518	12
ENSG00000144840	1
ENSG00000180353	7
ENSG00000173230	1
ENSG00000173226	0
ENSG00000114013	7
ENSG00000114023	0
ENSG00000114030	1
ENSG00000173193	3
ENSG00000138463	1
ENSG00000173175	1
ENSG00000206527	1
ENSG00000065534	1
ENSG00000175455	1
ENSG00000082781	11
ENSG00000173706	1
ENSG00000114520	1
ENSG00000144909	6
ENSG00000114544	2
ENSG00000144908	9
ENSG00000163884	0
ENSG00000159685	10
ENSG00000114554	5
ENSG00000163870	10
ENSG00000114631	2
ENSG00000114626	0
ENSG00000074416	0
ENSG00000058262	3
ENSG00000175792	0
ENSG00000132394	0
ENSG00000163902	6
ENSG00000075785	14
ENSG00000177646	0
ENSG00000169714	0
ENSG00000181789	0
ENSG00000183624	2
ENSG00000184897	5
ENSG00000129071	4
ENSG00000004399	1
ENSG00000172765	1
ENSG00000017260	6
ENSG00000198585	4
ENSG00000114686	7
ENSG00000138246	6
ENSG00000240303	1
ENSG00000113971	1
ENSG00000081307	1
ENSG00000091527	6
ENSG00000091513	1
ENSG00000244062	1
ENSG00000144867	0
ENSG00000154917	2
ENSG00000163785	6
ENSG00000114019	1
ENSG00000129055	12
ENSG00000174579	1
ENSG00000114054	1
ENSG00000114098	4
ENSG00000158186	9
ENSG00000158234	1
ENSG00000051382	0
ENSG00000175110	0
ENSG00000184432	6
ENSG00000114115	0
ENSG00000114120	1
ENSG00000177311	6
ENSG00000114125	11
ENSG00000069849	3
ENSG00000175066	1
ENSG00000144935	1
ENSG00000163714	1
ENSG00000175040	1
ENSG00000181804	6
ENSG00000181744	1
ENSG00000152952	0
ENSG00000114698	9
ENSG00000188313	3
ENSG00000152977	0
ENSG00000163754	3
ENSG00000071794	1
ENSG00000047457	3
ENSG00000169908	3
ENSG00000018408	8
ENSG00000114744	1
ENSG00000082996	1
ENSG00000070087	0
ENSG00000224831	3
ENSG00000120742	3
ENSG00000144895	6
ENSG00000198843	1
ENSG00000181788	0
ENSG00000181631	7
ENSG00000169313	0
ENSG00000152601	6
ENSG00000114790	1
ENSG00000174953	1
ENSG00000272990	4
ENSG00000114850	6
ENSG00000163659	3
ENSG00000163660	3
ENSG00000178053	0
ENSG00000168827	1
ENSG00000118855	7
ENSG00000250588	1
ENSG00000151967	1
ENSG00000068885	1
ENSG00000186432	0
ENSG00000169255	2
ENSG00000169251	6
ENSG00000234851	8
ENSG00000114209	1
ENSG00000163536	1
ENSG00000173905	9
ENSG00000213178	8
ENSG00000008952	0
ENSG00000136603	0
ENSG00000013297	1
ENSG00000013293	1
ENSG00000163584	3
ENSG00000154310	9
ENSG00000075651	1
ENSG00000121858	0
ENSG00000177565	1
ENSG00000172667	5
ENSG00000121864	1
ENSG00000171109	1
ENSG00000269728	8
ENSG00000136518	1
ENSG00000136522	12
ENSG00000136521	0
ENSG00000114757	1
ENSG00000163728	1
ENSG00000114416	6
ENSG00000205981	1
ENSG00000242808	1
ENSG00000181449	9
ENSG00000078070	1
ENSG00000053524	2
ENSG00000240024	0
ENSG00000114796	1
ENSG00000163872	14
ENSG00000180834	1
ENSG00000175193	0
ENSG00000114770	14
ENSG00000145191	13
ENSG00000161202	1
ENSG00000161203	2
ENSG00000161204	13
ENSG00000145198	2
ENSG00000214160	11
ENSG00000145194	2
ENSG00000163888	2
ENSG00000175166	0
ENSG00000114867	3
ENSG00000175182	5
ENSG00000114859	1
ENSG00000163882	3
ENSG00000090539	0
ENSG00000177383	2
ENSG00000156931	1
ENSG00000187068	1
ENSG00000229638	8
ENSG00000163900	1
ENSG00000163904	1
ENSG00000136527	0
ENSG00000244405	0
ENSG00000090520	3
ENSG00000156976	2
ENSG00000200320	0
ENSG00000073849	7
ENSG00000127241	9
ENSG00000157005	2
ENSG00000113916	3
ENSG00000152492	6
ENSG00000198836	2
ENSG00000114315	9
ENSG00000133657	0
ENSG00000041802	0
ENSG00000114331	6
ENSG00000184203	0
ENSG00000189058	1
ENSG00000061938	2
ENSG00000072274	0
ENSG00000161217	1
ENSG00000213123	12
ENSG00000174013	4
ENSG00000163964	0
ENSG00000180370	6
ENSG00000119231	0
ENSG00000114503	4
ENSG00000270170	0
ENSG00000228109	5
ENSG00000075711	1
ENSG00000145016	5
ENSG00000122068	6
ENSG00000182899	8
ENSG00000182903	1
ENSG00000174227	1
ENSG00000133256	1
ENSG00000169020	10
ENSG00000185619	0
ENSG00000168993	2
ENSG00000178950	5
ENSG00000127419	13
ENSG00000145214	5
ENSG00000127418	1
ENSG00000159692	5
ENSG00000090316	2
ENSG00000163950	12
ENSG00000168936	1
ENSG00000068078	9
ENSG00000168924	15
ENSG00000185049	0
ENSG00000243449	10
ENSG00000185818	2
ENSG00000123933	0
ENSG00000063978	6
ENSG00000125386	0
ENSG00000168884	3
ENSG00000087274	1
ENSG00000109736	5
ENSG00000197386	13
ENSG00000163956	0
ENSG00000132406	1
ENSG00000145220	11
ENSG00000168824	2
ENSG00000168818	1
ENSG00000170891	7
ENSG00000072832	2
ENSG00000152969	2
ENSG00000109501	9
ENSG00000074211	1
ENSG00000179010	1
ENSG00000170846	1
ENSG00000178988	1
ENSG00000170871	1
ENSG00000132405	14
ENSG00000109519	11
ENSG00000184985	1
ENSG00000163995	2
ENSG00000125089	3
ENSG00000071127	3
ENSG00000157869	4
ENSG00000137449	1
ENSG00000118564	1
ENSG00000237765	4
ENSG00000169762	1
ENSG00000151552	0
ENSG00000002549	3
ENSG00000118579	8
ENSG00000163257	1
ENSG00000152990	9
ENSG00000237350	14
ENSG00000109606	1
ENSG00000109610	3
ENSG00000053900	1
ENSG00000250317	0
ENSG00000168214	1
ENSG00000251410	4
ENSG00000047365	1
ENSG00000181826	1
ENSG00000065882	3
ENSG00000109787	1
ENSG00000109790	4
ENSG00000035928	1
ENSG00000163682	0
ENSG00000121897	1
ENSG00000163683	1
ENSG00000078140	2
ENSG00000121892	6
ENSG00000163697	1
ENSG00000154277	2
ENSG00000064042	1
ENSG00000109133	1
ENSG00000014824	1
ENSG00000124406	1
ENSG00000183783	1
ENSG00000151806	1
ENSG00000260878	2
ENSG00000249936	0
ENSG00000169019	8
ENSG00000075539	1
ENSG00000109180	1
ENSG00000145247	2
ENSG00000109184	1
ENSG00000163069	1
ENSG00000109189	4
ENSG00000226950	8
ENSG00000145216	0
ENSG00000134853	0
ENSG00000128039	1
ENSG00000134851	1
ENSG00000090989	1
ENSG00000128050	9
ENSG00000174780	1
ENSG00000171476	5
ENSG00000047315	14
ENSG00000163453	3
ENSG00000243199	8
ENSG00000033178	1
ENSG00000083896	4
ENSG00000132467	1
ENSG00000018189	1
ENSG00000132463	1
ENSG00000173542	6
ENSG00000156136	1
ENSG00000080493	9
ENSG00000132466	14
ENSG00000169429	3
ENSG00000163739	3
ENSG00000081041	3
ENSG00000163743	4
ENSG00000138757	1
ENSG00000138768	1
ENSG00000198301	0
ENSG00000138750	1
ENSG00000138760	1
ENSG00000189157	1
ENSG00000118804	1
ENSG00000138758	4
ENSG00000118816	7
ENSG00000169288	12
ENSG00000138772	3
ENSG00000251442	7
ENSG00000163291	1
ENSG00000249307	9
ENSG00000152784	1
ENSG00000273156	2
ENSG00000138668	0
ENSG00000152795	1
ENSG00000145293	1
ENSG00000249242	0
ENSG00000145284	1
ENSG00000138674	3
ENSG00000251022	0
ENSG00000138663	0
ENSG00000163319	11
ENSG00000163625	1
ENSG00000261496	2
ENSG00000109339	9
ENSG00000163629	8
ENSG00000172493	6
ENSG00000235043	0
ENSG00000198189	6
ENSG00000170502	0
ENSG00000152583	9
ENSG00000118785	6
ENSG00000118762	1
ENSG00000118777	0
ENSG00000163644	0
ENSG00000138641	14
ENSG00000177432	2
ENSG00000145335	1
ENSG00000187653	4
ENSG00000163104	1
ENSG00000163110	9
ENSG00000182168	1
ENSG00000138698	1
ENSG00000168785	1
ENSG00000164024	6
ENSG00000197894	9
ENSG00000109270	12
ENSG00000164031	1
ENSG00000164032	3
ENSG00000138814	2
ENSG00000109323	6
ENSG00000109332	6
ENSG00000145354	4
ENSG00000164038	0
ENSG00000164039	9
ENSG00000138777	0
ENSG00000164022	4
ENSG00000138801	1
ENSG00000138796	9
ENSG00000109475	8
ENSG00000198856	11
ENSG00000164089	9
ENSG00000138802	1
ENSG00000005059	11
ENSG00000123739	1
ENSG00000205403	3
ENSG00000109534	12
ENSG00000170522	1
ENSG00000138660	12
ENSG00000174720	0
ENSG00000241741	8
ENSG00000145362	2
ENSG00000196656	0
ENSG00000145349	5
ENSG00000174607	1
ENSG00000174599	1
ENSG00000269893	8
ENSG00000225892	0
ENSG00000145390	6
ENSG00000164096	4
ENSG00000164111	6
ENSG00000138688	1
ENSG00000138685	3
ENSG00000164073	1
ENSG00000164040	6
ENSG00000151012	9
ENSG00000109381	1
ENSG00000179967	3
ENSG00000109390	12
ENSG00000172007	1
ENSG00000145391	1
ENSG00000085871	3
ENSG00000178458	4
ENSG00000153130	1
ENSG00000109436	5
ENSG00000109445	8
ENSG00000109458	1
ENSG00000153147	1
ENSG00000164163	1
ENSG00000164168	6
ENSG00000170390	9
ENSG00000181541	2
ENSG00000145425	8
ENSG00000109686	1
ENSG00000270681	1
ENSG00000059691	1
ENSG00000164144	1
ENSG00000109654	1
ENSG00000137462	3
ENSG00000145423	9
ENSG00000171566	4
ENSG00000260244	0
ENSG00000061918	2
ENSG00000256043	1
ENSG00000109738	2
ENSG00000120251	2
ENSG00000164125	9
ENSG00000164124	1
ENSG00000251429	1
ENSG00000171503	0
ENSG00000171497	0
ENSG00000052795	0
ENSG00000109756	0
ENSG00000198498	1
ENSG00000240674	8
ENSG00000109466	4
ENSG00000052802	1
ENSG00000109472	9
ENSG00000196104	1
ENSG00000129116	3
ENSG00000145439	1
ENSG00000154447	0
ENSG00000137601	9
ENSG00000109572	1
ENSG00000056050	0
ENSG00000198948	1
ENSG00000109576	1
ENSG00000109586	1
ENSG00000164104	3
ENSG00000164105	6
ENSG00000164106	1
ENSG00000164117	6
ENSG00000150625	2
ENSG00000129128	1
ENSG00000038002	1
ENSG00000129187	4
ENSG00000151718	1
ENSG00000168564	4
ENSG00000168538	0
ENSG00000173320	1
ENSG00000164303	1
ENSG00000168310	6
ENSG00000164305	1
ENSG00000151726	6
ENSG00000151729	2
ENSG00000186352	3
ENSG00000109775	1
ENSG00000154553	9
ENSG00000145476	1
ENSG00000109536	1
ENSG00000073578	0
ENSG00000249915	0
ENSG00000180104	1
ENSG00000171368	0
ENSG00000206077	0
ENSG00000028310	1
ENSG00000113504	3
ENSG00000049656	12
ENSG00000153395	5
ENSG00000171421	10
ENSG00000145494	10
ENSG00000133398	10
ENSG00000215218	2
ENSG00000037474	1
ENSG00000112941	0
ENSG00000078295	9
ENSG00000124275	1
ENSG00000112902	1
ENSG00000250786	0
ENSG00000150756	4
ENSG00000150753	3
ENSG00000145495	1
ENSG00000112977	3
ENSG00000169862	9
ENSG00000250182	8
ENSG00000154122	1
ENSG00000183580	1
ENSG00000173545	4
ENSG00000154153	1
ENSG00000145555	0
ENSG00000176788	5
ENSG00000223361	8
ENSG00000226432	6
ENSG00000113360	0
ENSG00000113384	0
ENSG00000056097	4
ENSG00000113387	12
ENSG00000113407	6
ENSG00000082196	9
ENSG00000039560	4
ENSG00000113460	4
ENSG00000168724	4
ENSG00000152620	9
ENSG00000079215	9
ENSG00000113594	6
ENSG00000145623	3
ENSG00000164327	1
ENSG00000082074	7
ENSG00000132356	1
ENSG00000145592	4
ENSG00000083720	2
ENSG00000205765	1
ENSG00000198865	1
ENSG00000250722	1
ENSG00000272234	1
ENSG00000112972	1
ENSG00000249855	8
ENSG00000172239	1
ENSG00000248092	1
ENSG00000164172	4
ENSG00000164258	8
ENSG00000178996	1
ENSG00000067248	1
ENSG00000039123	1
ENSG00000067113	1
ENSG00000134352	4
ENSG00000264281	8
ENSG00000226221	8
ENSG00000062194	4
ENSG00000164181	0
ENSG00000164182	12
ENSG00000188725	4
ENSG00000130449	1
ENSG00000068796	1
ENSG00000086189	1
ENSG00000217416	1
ENSG00000153015	8
ENSG00000113593	1
ENSG00000113595	0
ENSG00000113597	1
ENSG00000197860	1
ENSG00000112851	4
ENSG00000153914	0
ENSG00000145675	1
ENSG00000134056	12
ENSG00000134058	0
ENSG00000085231	0
ENSG00000152942	1
ENSG00000249230	0
ENSG00000131844	9
ENSG00000164326	2
ENSG00000131711	1
ENSG00000113048	1
ENSG00000083312	6
ENSG00000157107	1
ENSG00000145741	6
ENSG00000164331	1
ENSG00000171617	2
ENSG00000049860	3
ENSG00000164347	6
ENSG00000164346	8
ENSG00000198780	1
ENSG00000113161	1
ENSG00000113163	1
ENSG00000122008	1
ENSG00000254893	6
ENSG00000266045	2
ENSG00000164252	1
ENSG00000113231	5
ENSG00000164253	1
ENSG00000171530	0
ENSG00000132842	8
ENSG00000245556	1
ENSG00000085365	0
ENSG00000145685	7
ENSG00000164329	1
ENSG00000113296	0
ENSG00000164300	1
ENSG00000039319	1
ENSG00000228716	4
ENSG00000113319	1
ENSG00000131730	1
ENSG00000186468	8
ENSG00000174695	1
ENSG00000164176	1
ENSG00000127184	12
ENSG00000145715	1
ENSG00000134480	0
ENSG00000153140	8
ENSG00000113356	1
ENSG00000113369	0
ENSG00000175745	9
ENSG00000113391	4
ENSG00000249353	8
ENSG00000198677	1
ENSG00000164292	9
ENSG00000173221	3
ENSG00000236882	1
ENSG00000118985	6
ENSG00000153113	6
ENSG00000145721	9
ENSG00000174136	1
ENSG00000174132	1
ENSG00000145730	5
ENSG00000181751	1
ENSG00000112874	1
ENSG00000198961	1
ENSG00000112893	1
ENSG00000164209	1
ENSG00000214784	8
ENSG00000164211	0
ENSG00000224032	4
ENSG00000134982	0
ENSG00000153037	0
ENSG00000129625	0
ENSG00000047188	0
ENSG00000152503	1
ENSG00000164221	1
ENSG00000145780	0
ENSG00000134970	1
ENSG00000129596	1
ENSG00000145782	1
ENSG00000177879	12
ENSG00000185641	8
ENSG00000145781	7
ENSG00000092421	1
ENSG00000197744	0
ENSG00000172869	1
ENSG00000133835	1
ENSG00000205302	6
ENSG00000064652	1
ENSG00000168916	1
ENSG00000155324	9
ENSG00000164904	9
ENSG00000164902	1
ENSG00000145794	1
ENSG00000245937	4
ENSG00000064651	1
ENSG00000066583	1
ENSG00000169567	12
ENSG00000186687	1
ENSG00000158985	1
ENSG00000217128	1
ENSG00000164398	2
ENSG00000131435	3
ENSG00000113522	1
ENSG00000131437	1
ENSG00000164402	1
ENSG00000198944	1
ENSG00000164403	1
ENSG00000164405	12
ENSG00000072364	1
ENSG00000170606	0
ENSG00000113583	1
ENSG00000213585	5
ENSG00000113558	1
ENSG00000113575	2
ENSG00000119048	5
ENSG00000237190	0
ENSG00000043143	0
ENSG00000152700	1
ENSG00000164615	0
ENSG00000145833	1
ENSG00000181904	1
ENSG00000113621	0
ENSG00000249119	0
ENSG00000247627	0
ENSG00000113648	7
ENSG00000270021	4
ENSG00000120708	3
ENSG00000152377	0
ENSG00000177733	2
ENSG00000031003	2
ENSG00000112983	1
ENSG00000094880	1
ENSG00000120709	13
ENSG00000120733	1
ENSG00000132563	2
ENSG00000120738	5
ENSG00000120705	8
ENSG00000113013	0
ENSG00000044115	6
ENSG00000120725	11
ENSG00000015479	2
ENSG00000120727	1
ENSG00000170464	1
ENSG00000249751	3
ENSG00000184584	3
ENSG00000131508	1
ENSG00000171604	1
ENSG00000146005	9
ENSG00000185129	1
ENSG00000182700	4
ENSG00000120306	3
ENSG00000113068	10
ENSG00000113070	0
ENSG00000131503	14
ENSG00000213523	5
ENSG00000243056	9
ENSG00000113108	13
ENSG00000176087	0
ENSG00000170458	3
ENSG00000131495	12
ENSG00000113141	0
ENSG00000170445	2
ENSG00000112855	13
ENSG00000146007	12
ENSG00000081818	1
ENSG00000178913	6
ENSG00000240184	2
ENSG00000131504	5
ENSG00000171720	5
ENSG00000156453	3
ENSG00000081791	14
ENSG00000013561	4
ENSG00000113552	7
ENSG00000131507	2
ENSG00000113578	4
ENSG00000113580	1
ENSG00000145817	6
ENSG00000133706	6
ENSG00000113649	0
ENSG00000156475	0
ENSG00000113657	9
ENSG00000176049	4
ENSG00000145868	1
ENSG00000169247	1
ENSG00000173210	4
ENSG00000113712	6
ENSG00000183111	1
ENSG00000113716	1
ENSG00000182578	7
ENSG00000214485	8
ENSG00000113721	0
ENSG00000070808	2
ENSG00000070814	0
ENSG00000019582	7
ENSG00000164587	8
ENSG00000070614	1
ENSG00000171992	0
ENSG00000086589	1
ENSG00000132912	1
ENSG00000211445	3
ENSG00000145901	3
ENSG00000197043	2
ENSG00000198624	3
ENSG00000196743	1
ENSG00000113140	9
ENSG00000177556	10
ENSG00000145907	5
ENSG00000155511	2
ENSG00000164576	1
ENSG00000155506	1
ENSG00000170271	1
ENSG00000155508	6
ENSG00000135077	7
ENSG00000055163	2
ENSG00000172548	1
ENSG00000113282	14
ENSG00000145860	3
ENSG00000164332	1
ENSG00000113312	4
ENSG00000170231	12
ENSG00000164609	4
ENSG00000118322	1
ENSG00000113327	2
ENSG00000113328	6
ENSG00000170584	4
ENSG00000038274	5
ENSG00000229119	8
ENSG00000113645	5
ENSG00000113643	3
ENSG00000188573	2
ENSG00000120137	1
ENSG00000233913	8
ENSG00000040275	4
ENSG00000182132	2
ENSG00000181163	8
ENSG00000072803	1
ENSG00000168246	4
ENSG00000174705	11
ENSG00000253683	8
ENSG00000120129	0
ENSG00000113719	3
ENSG00000037241	12
ENSG00000113732	11
ENSG00000145919	6
ENSG00000113742	1
ENSG00000170091	2
ENSG00000164466	2
ENSG00000145920	2
ENSG00000122203	5
ENSG00000146066	12
ENSG00000175416	5
ENSG00000113194	0
ENSG00000146083	7
ENSG00000074317	2
ENSG00000048140	5
ENSG00000087206	3
ENSG00000169228	5
ENSG00000169230	11
ENSG00000169223	3
ENSG00000198055	0
ENSG00000113758	5
ENSG00000196923	5
ENSG00000183258	5
ENSG00000146067	5
ENSG00000184840	3
ENSG00000027847	2
ENSG00000218227	5
ENSG00000145916	1
ENSG00000145912	11
ENSG00000197451	3
ENSG00000175309	3
ENSG00000113240	6
ENSG00000176783	3
ENSG00000169045	14
ENSG00000225051	4
ENSG00000127022	14
ENSG00000161013	5
ENSG00000161011	6
ENSG00000161010	0
ENSG00000197226	1
ENSG00000113269	1
ENSG00000146090	0
ENSG00000050748	2
ENSG00000131459	3
ENSG00000131446	3
ENSG00000245060	1
ENSG00000196670	1
ENSG00000165810	0
ENSG00000146063	4
ENSG00000204628	7
ENSG00000248275	1
ENSG00000112679	1
ENSG00000112685	1
ENSG00000054598	3
ENSG00000124535	5
ENSG00000021355	3
ENSG00000170542	3
ENSG00000124570	3
ENSG00000124588	5
