Source Name	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [location]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [organism part]	Term Source REF	Term Accession Number	Characteristics [time day]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [location]	FactorValue [time day]	FactorValue [treatment]
GSM1698060 1	Rostral.ET.60d	Rostral.ET.60d.2	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	60d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698060 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698060 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698060	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698060_091113-Rat230_2-09266D_KR2-60d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698060_sample_table.txt norm	GSM1698060_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	60d	Empty tube(ET)
GSM1698059 1	Rostral.ET.60d	Rostral.ET.60d.1	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	60d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698059 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698059 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698059	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698059_091113-Rat230_2-09266D_KR1-60d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698059_sample_table.txt norm	GSM1698059_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	60d	Empty tube(ET)
GSM1698058 1	Rostral.ET.30d	Rostral.ET.30d.3	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	30d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698058 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698058 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698058	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698058_090930-Rat230_2-09266C_kR3_30d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698058_sample_table.txt norm	GSM1698058_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	30d	Empty tube(ET)
GSM1698057 1	Rostral.ET.30d	Rostral.ET.30d.2	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	30d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698057 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698057 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698057	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698057_090930-Rat230_2-09266C_kR2_30d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698057_sample_table.txt norm	GSM1698057_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	30d	Empty tube(ET)
GSM1698056 1	Rostral.ET.30d	Rostral.ET.30d.1	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	30d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698056 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698056 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698056	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698056_090930-Rat230_2-09266C_kR1_30d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698056_sample_table.txt norm	GSM1698056_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	30d	Empty tube(ET)
GSM1698055 1	Rostral.ET.20d	Rostral.ET.20d.3	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	20d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698055 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698055 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698055	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698055_090930-Rat230_2-09266C_kR3_20d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698055_sample_table.txt norm	GSM1698055_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	20d	Empty tube(ET)
GSM1698054 1	Rostral.ET.20d	Rostral.ET.20d.2	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	20d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698054 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698054 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698054	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698054_090930-Rat230_2-09266C_kR2_20d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698054_sample_table.txt norm	GSM1698054_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	20d	Empty tube(ET)
GSM1698053 1	Rostral.ET.20d	Rostral.ET.20d.1	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	20d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698053 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698053 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698053	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698053_091010-Rat230_2-09266C_kR1_20d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698053_sample_table.txt norm	GSM1698053_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	20d	Empty tube(ET)
GSM1698052 1	Rostral.ET.10d	Rostral.ET.10d.2	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	10d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698052 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698052 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698052	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698052_090828-Rat230_2-09266B_kr2-10d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698052_sample_table.txt norm	GSM1698052_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	10d	Empty tube(ET)
GSM1698051 1	Rostral.ET.10d	Rostral.ET.10d.1	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	10d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698051 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698051 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698051	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698051_090828-Rat230_2-09266B_kr1-10d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698051_sample_table.txt norm	GSM1698051_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	10d	Empty tube(ET)
GSM1698050 1	Rostral.ET.03d	Rostral.ET.03d.3	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	03d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698050 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698050 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698050	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698050_090729-Rat230_2-09266A_KR3-3d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698050_sample_table.txt norm	GSM1698050_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	03d	Empty tube(ET)
GSM1698049 1	Rostral.ET.03d	Rostral.ET.03d.2	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	03d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698049 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698049 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698049	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698049_090729-Rat230_2-09266A_KR2-3d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698049_sample_table.txt norm	GSM1698049_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	03d	Empty tube(ET)
GSM1698048 1	Rostral.ET.03d	Rostral.ET.03d.1	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	03d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698048 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698048 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698048	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698048_090729-Rat230_2-09266A_KR1-3d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698048_sample_table.txt norm	GSM1698048_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	03d	Empty tube(ET)
GSM1698047 1	Rostral.ET.01d	Rostral.ET.01d.3	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	01d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698047 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698047 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698047	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698047_090929-Rat230_2-09266C_kR3_1d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698047_sample_table.txt norm	GSM1698047_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	01d	Empty tube(ET)
GSM1698046 1	Rostral.ET.01d	Rostral.ET.01d.2	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	01d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698046 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698046 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698046	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698046_090929-Rat230_2-09266C_kR2_1d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698046_sample_table.txt norm	GSM1698046_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	01d	Empty tube(ET)
GSM1698045 1	Rostral.ET.01d	Rostral.ET.01d.1	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	01d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698045 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698045 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698045	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698045_090929-Rat230_2-09266C_kR1_1d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698045_sample_table.txt norm	GSM1698045_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	01d	Empty tube(ET)
GSM1698044 1	Rostral.NT3.90d	Rostral.NT3.90d.3	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	90d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698044 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698044 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698044	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698044_091113-Rat230_2-09266D_dR3-90d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698044_sample_table.txt norm	GSM1698044_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	90d	NT3-chitosan(NT3)
GSM1698043 1	Rostral.NT3.90d	Rostral.NT3.90d.2	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	90d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698043 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698043 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698043	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698043_091113-Rat230_2-09266D_dR2-90d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698043_sample_table.txt norm	GSM1698043_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	90d	NT3-chitosan(NT3)
GSM1698042 1	Rostral.NT3.90d	Rostral.NT3.90d.1	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	90d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698042 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698042 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698042	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698042_091113-Rat230_2-09266D_dR1-90d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698042_sample_table.txt norm	GSM1698042_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	90d	NT3-chitosan(NT3)
GSM1698041 1	Rostral.NT3.60d	Rostral.NT3.60d.3	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	60d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698041 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698041 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698041	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698041_091113-Rat230_2-09266D_dR3-60d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698041_sample_table.txt norm	GSM1698041_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	60d	NT3-chitosan(NT3)
GSM1698040 1	Rostral.NT3.60d	Rostral.NT3.60d.2	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	60d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698040 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698040 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698040	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698040_091113-Rat230_2-09266D_dR2-60d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698040_sample_table.txt norm	GSM1698040_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	60d	NT3-chitosan(NT3)
GSM1698039 1	Rostral.NT3.60d	Rostral.NT3.60d.1	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	60d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698039 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698039 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698039	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698039_091113-Rat230_2-09266D_dR1-60d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698039_sample_table.txt norm	GSM1698039_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	60d	NT3-chitosan(NT3)
GSM1698038 1	Rostral.NT3.30d	Rostral.NT3.30d.3	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	30d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698038 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698038 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698038	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698038_090930-Rat230_2-09266C_dR3_30d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698038_sample_table.txt norm	GSM1698038_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	30d	NT3-chitosan(NT3)
GSM1698037 1	Rostral.NT3.30d	Rostral.NT3.30d.2	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	30d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698037 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698037 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698037	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698037_090930-Rat230_2-09266C_dR2_30d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698037_sample_table.txt norm	GSM1698037_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	30d	NT3-chitosan(NT3)
GSM1698036 1	Rostral.NT3.30d	Rostral.NT3.30d.1	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	30d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698036 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698036 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698036	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698036_090930-Rat230_2-09266C_dR1_30d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698036_sample_table.txt norm	GSM1698036_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	30d	NT3-chitosan(NT3)
GSM1698035 1	Rostral.NT3.20d	Rostral.NT3.20d.3	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	20d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698035 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698035 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698035	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698035_090929-Rat230_2-09266C_dR3_20d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698035_sample_table.txt norm	GSM1698035_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	20d	NT3-chitosan(NT3)
